,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,OTHER,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2019,2,MS,Preliminary,"164,162","1,473,322","1,321,674",11.14,"104,663","982,207","239,186",10.66,"76,555","1,290,024","7,527",5.93,0,0,0,0.00,.,.,.,.,"345,381","3,745,553","1,568,387",9.22
2019,2,MT,Preliminary,"60,129","560,935","516,426",10.72,"44,377","442,105","111,503",10.04,"26,968","394,405","6,144",6.84,0,0,0,0.00,.,.,.,.,"131,475","1,397,445","634,073",9.41
2019,2,NC,Preliminary,"555,006","4,766,010","4,615,720",11.65,"317,536","3,474,345","701,035",9.14,"117,526","1,917,507","9,727",6.13,131,"1,584",1,8.29,.,.,.,.,"990,199","10,159,444","5,326,483",9.75
2019,2,ND,Preliminary,"54,643","605,054","381,732",9.03,"51,855","598,829","74,398",8.66,"61,135","709,708","8,756",8.61,0,0,0,0.00,.,.,.,.,"167,633","1,913,592","464,886",8.76
2019,2,NE,Preliminary,"95,765","1,003,379","865,476",9.54,"67,830","801,921","161,360",8.46,"52,862","728,442","52,001",7.26,0,0,0,0.00,.,.,.,.,"216,457","2,533,742","1,078,837",8.54
2019,2,NH,Preliminary,"80,417","398,095","625,507",20.20,"56,405","337,154","108,046",16.73,"20,737","149,665","3,150",13.86,0,0,0,0.00,.,.,.,.,"157,559","884,914","736,703",17.81
2019,2,NJ,Preliminary,"339,321","2,089,293","3,580,962",16.24,"353,482","2,911,682","530,664",12.14,"54,005","528,525","11,792",10.22,"2,269","26,144",6,8.68,.,.,.,.,"749,077","5,555,644","4,123,424",13.48
2019,2,NM,Preliminary,"66,320","526,275","909,172",12.60,"66,513","674,387","140,461",9.86,"35,698","628,203","8,473",5.68,0,0,0,0.00,.,.,.,.,"168,531","1,828,865","1,058,106",9.22
2019,2,NV,Preliminary,"102,492","866,788","1,196,253",11.82,"68,020","806,413","166,355",8.43,"45,092","874,312","3,154",5.16,46,607,1,7.58,.,.,.,.,"215,650","2,548,120","1,365,763",8.46
2019,2,NY,Preliminary,"738,989","4,192,613","7,224,324",17.63,"817,346","6,224,697","1,113,996",13.13,"77,357","1,367,876","6,582",5.66,"36,123","281,550",8,12.83,.,.,.,.,"1,669,815","12,066,736","8,344,910",13.84
2019,2,OH,Preliminary,"544,574","4,584,179","5,008,305",11.88,"352,345","3,509,288","635,435",10.04,"231,251","3,613,284","16,912",6.40,263,"3,834",2,6.86,.,.,.,.,"1,128,432","11,710,584","5,660,654",9.64
2019,2,OK,Preliminary,"179,460","1,889,021","1,797,555",9.50,"108,240","1,445,789","286,536",7.49,"73,499","1,460,505","17,853",5.03,0,0,0,0.00,.,.,.,.,"361,199","4,795,314","2,101,944",7.53
2019,2,OR,Preliminary,"216,564","2,007,443","1,768,802",10.79,"126,235","1,397,872","240,716",9.03,"57,323","883,648","26,098",6.49,224,"2,489",2,8.98,.,.,.,.,"400,346","4,291,452","2,035,618",9.33
2019,2,PA,Preliminary,"719,015","5,299,044","5,416,126",13.57,"313,492","3,484,021","719,400",9.00,"253,786","3,839,842","10,796",6.61,"4,874","63,420",6,7.68,.,.,.,.,"1,291,167","12,686,327","6,146,328",10.18
2019,2,RI,Preliminary,"57,608","238,357","447,509",24.17,"52,376","276,185","60,654",18.96,"8,106","44,672","1,765",18.15,440,"2,304",1,19.11,.,.,.,.,"118,530","561,519","509,929",21.11
2019,2,SC,Preliminary,"293,145","2,309,145","2,319,452",12.69,"156,328","1,452,152","369,377",10.77,"116,546","2,024,030","4,190",5.76,0,0,0,0.00,.,.,.,.,"566,018","5,785,327","2,693,019",9.78
2019,2,SD,Preliminary,"56,182","536,601","405,569",10.47,"39,093","427,553","74,823",9.14,"16,437","213,476","2,999",7.70,0,0,0,0.00,.,.,.,.,"111,712","1,177,631","483,391",9.49
2019,2,TN,Preliminary,"416,252","3,892,300","2,911,327",10.69,"300,868","2,766,599","490,838",10.88,"89,756","1,487,859",832,6.03,0,0,0,0.00,.,.,.,.,"806,877","8,146,759","3,402,997",9.90
2019,2,TX,Preliminary,"1,276,248","10,791,477","11,039,987",11.83,"789,718","9,802,443","1,457,849",8.06,"460,992","8,878,493","224,417",5.19,946,"14,328",3,6.60,.,.,.,.,"2,527,903","29,486,740","12,722,256",8.57
2019,2,UT,Preliminary,"75,882","748,289","1,089,492",10.14,"72,011","916,921","126,182",7.85,"41,355","671,906","9,527",6.15,443,"4,194",1,10.57,.,.,.,.,"189,691","2,341,310","1,225,202",8.10
2019,2,VA,Preliminary,"466,109","4,062,618","3,461,684",11.47,"321,323","3,845,963","431,771",8.35,"83,061","1,221,789","3,730",6.80,"1,387","17,564",1,7.90,.,.,.,.,"871,880","9,147,934","3,897,186",9.53
2019,2,VT,Preliminary,"32,738","196,444","315,455",16.67,"25,291","157,332","57,140",16.07,"11,333","103,314",137,10.97,0,0,0,0.00,.,.,.,.,"69,362","457,090","372,732",15.17
2019,2,WA,Preliminary,"366,672","3,899,122","3,069,846",9.40,"219,042","2,493,117","393,787",8.79,"96,044","1,836,566","27,505",5.23,509,"5,300",5,9.60,.,.,.,.,"682,267","8,234,105","3,491,143",8.29
2019,2,WI,Preliminary,"275,295","1,946,236","2,733,903",14.15,"202,569","1,848,211","358,474",10.96,"143,368","1,830,747","4,902",7.83,14,108,2,12.85,.,.,.,.,"621,246","5,625,303","3,097,281",11.04
2019,2,WV,Preliminary,"109,443","1,097,022","860,311",9.98,"53,644","572,975","144,881",9.36,"67,423","1,104,445","11,401",6.10,0,0,0,0.00,.,.,.,.,"230,510","2,774,442","1,016,593",8.31
2019,2,WY,Preliminary,"30,270","285,179","275,700",10.61,"28,667","300,518","58,701",9.54,"57,521","825,646","9,782",6.97,0,0,0,0.00,.,.,.,.,"116,459","1,411,343","344,183",8.25
2019,3,AK,Preliminary,"40,085","177,927","289,766",22.53,"45,993","227,780","54,423",20.19,"17,285","105,838","1,376",16.33,0,0,0,0.00,.,.,.,.,"103,363","511,544","345,565",20.21
2019,3,AL,Preliminary,"289,165","2,280,296","2,273,096",12.68,"191,857","1,649,328","370,387",11.63,"159,258","2,728,723","8,155",5.84,0,0,0,0.00,.,.,.,.,"640,280","6,658,347","2,651,638",9.62
2019,3,AR,Preliminary,"147,797","1,540,953","1,404,418",9.59,"78,085","890,850","193,698",8.77,"81,145","1,379,618","29,812",5.88,3,32,2,10.37,.,.,.,.,"307,031","3,811,454","1,627,930",8.06
2019,3,AZ,Preliminary,"247,641","2,006,194","2,839,558",12.34,"209,564","2,122,005","324,484",9.88,"66,011","1,090,147","6,376",6.06,57,666,2,8.58,.,.,.,.,"523,273","5,219,012","3,170,420",10.03
2019,3,CA,Preliminary,"1,297,574","6,717,530","13,835,306",19.32,"1,328,853","9,132,974","1,701,872",14.55,"385,527","3,440,287","144,932",11.21,"4,693","57,163",12,8.21,.,.,.,.,"3,016,647","19,347,954","15,682,122",15.59
2019,3,CO,Preliminary,"186,874","1,544,869","2,356,409",12.10,"169,096","1,703,905","366,299",9.92,"93,135","1,277,960","14,099",7.29,794,"8,927",1,8.89,.,.,.,.,"449,898","4,535,661","2,736,808",9.92
2019,3,CT,Preliminary,"235,003","1,044,175","1,509,380",22.51,"170,051","977,140","154,350",17.40,"34,296","247,708","4,187",13.85,"2,721","26,551",3,10.25,.,.,.,.,"442,071","2,295,575","1,667,920",19.26
2019,3,DC,Preliminary,"29,019","212,478","280,375",13.66,"75,962","643,514","26,449",11.80,"1,384","16,437",1,8.42,"2,687","25,474",3,10.55,.,.,.,.,"109,053","897,904","306,828",12.15
2019,3,DE,Preliminary,"53,270","426,255","433,805",12.50,"35,075","341,911","55,136",10.26,"11,737","151,638",568,7.74,0,0,0,0.00,.,.,.,.,"100,082","919,804","489,509",10.88
2019,3,FL,Preliminary,"1,014,712","8,566,820","9,480,908",11.84,"696,246","7,273,250","1,244,871",9.57,"99,539","1,307,476","20,236",7.61,600,"7,033",2,8.53,.,.,.,.,"1,811,098","17,154,579","10,746,017",10.56
2019,3,GA,Preliminary,"462,995","4,085,304","4,434,703",11.33,"346,666","3,540,881","586,493",9.79,"143,832","2,597,051","19,220",5.54,666,"13,191",1,5.05,.,.,.,.,"954,159","10,236,427","5,040,417",9.32
2019,3,HI,Preliminary,"66,563","196,175","437,473",33.93,"69,409","225,356","59,787",30.80,"72,353","268,850",813,26.91,0,0,0,0.00,.,.,.,.,"208,325","690,381","498,073",30.18
2019,3,IA,Preliminary,"156,006","1,354,419","1,406,658",11.52,"98,900","1,076,472","246,236",9.19,"113,408","1,854,278","6,739",6.12,0,0,0,0.00,.,.,.,.,"368,313","4,285,169","1,659,633",8.60
2019,3,ID,Preliminary,"75,727","783,879","755,142",9.66,"39,279","509,192","111,659",7.71,"29,007","530,423","28,455",5.47,0,0,0,0.00,.,.,.,.,"144,013","1,823,495","895,256",7.90
2019,3,IL,Preliminary,"467,956","3,653,965","5,333,542",12.81,"363,856","4,088,542","618,882",8.90,"229,417","3,402,242","3,988",6.74,"5,414","79,008",3,6.85,.,.,.,.,"1,066,644","11,223,756","5,956,415",9.50
2019,3,IN,Preliminary,"343,063","2,791,720","2,882,326",12.29,"208,623","1,917,777","353,000",10.88,"263,394","3,519,611","15,079",7.48,206,"1,885",1,10.94,.,.,.,.,"815,285","8,230,992","3,250,406",9.91
2019,3,KS,Preliminary,"125,953","981,247","1,282,624",12.84,"124,379","1,209,648","235,457",10.28,"65,144","872,248","24,801",7.47,0,0,0,0.00,.,.,.,.,"315,475","3,063,143","1,542,882",10.30
2019,3,KY,Preliminary,"231,589","2,251,420","2,014,074",10.29,"150,938","1,561,509","306,005",9.67,"120,318","2,280,459","5,484",5.28,0,0,0,0.00,.,.,.,.,"502,845","6,093,388","2,325,563",8.25
2019,3,LA,Preliminary,"196,634","2,116,971","2,105,650",9.29,"163,225","1,809,239","292,704",9.02,"143,868","2,683,928","18,341",5.36,86,944,1,9.14,.,.,.,.,"503,813","6,611,081","2,416,696",7.62
2019,3,MA,Preliminary,"367,804","1,622,445","2,828,006",22.67,"346,820","2,013,529","426,009",17.22,"69,895","466,939","7,786",14.97,"2,020","31,163",2,6.48,.,.,.,.,"786,539","4,134,076","3,261,803",19.03
2019,3,MD,Preliminary,"317,401","2,361,330","2,349,639",13.44,"239,203","2,305,352","255,015",10.38,"24,476","308,867","8,772",7.92,"3,463","46,110",5,7.51,.,.,.,.,"584,543","5,021,658","2,613,431",11.64
2019,3,ME,Preliminary,"79,411","439,750","721,302",18.06,"50,333","370,388","98,914",13.59,"28,527","289,506","3,063",9.85,0,0,0,0.00,.,.,.,.,"158,270","1,099,644","823,279",14.39
2019,3,MI,Preliminary,"428,035","2,811,662","4,407,427",15.22,"360,282","3,174,456","551,303",11.35,"177,382","2,392,396","5,500",7.41,59,580,2,10.12,.,.,.,.,"965,757","8,379,093","4,964,232",11.53
2019,3,MN,Preliminary,"258,497","2,002,039","2,431,000",12.91,"201,315","1,959,856","293,408",10.27,"139,920","1,747,720","8,111",8.01,222,"2,259",1,9.81,.,.,.,.,"599,954","5,711,874","2,732,520",10.50
2019,3,MO,Preliminary,"273,847","2,880,357","2,835,840",9.51,"195,231","2,436,973","384,443",8.01,"55,574","906,215","6,648",6.13,143,"2,292",2,6.22,.,.,.,.,"524,795","6,225,837","3,226,933",8.43
2019,3,MS,Preliminary,"152,121","1,321,844","1,324,681",11.51,"107,106","993,887","239,469",10.78,"79,660","1,355,524","7,548",5.88,0,0,0,0.00,.,.,.,.,"338,888","3,671,255","1,571,698",9.23
2019,3,MT,Preliminary,"62,072","575,779","517,278",10.78,"43,271","428,261","111,614",10.10,"28,483","381,112","6,205",7.47,0,0,0,0.00,.,.,.,.,"133,825","1,385,152","635,097",9.66
2019,3,NC,Preliminary,"514,151","4,506,921","4,619,857",11.41,"325,347","3,734,424","702,256",8.71,"135,719","2,178,577","9,735",6.23,116,"1,369",1,8.49,.,.,.,.,"975,333","10,421,290","5,331,849",9.36
2019,3,ND,Preliminary,"49,686","521,597","382,615",9.53,"52,365","598,124","74,443",8.75,"63,312","751,092","8,769",8.43,0,0,0,0.00,.,.,.,.,"165,363","1,870,813","465,827",8.84
2019,3,NE,Preliminary,"97,682","996,933","866,122",9.80,"68,144","781,271","161,721",8.72,"67,569","779,930","52,475",8.66,0,0,0,0.00,.,.,.,.,"233,395","2,558,133","1,080,318",9.12
2019,3,NH,Preliminary,"77,947","386,666","625,736",20.16,"57,231","352,818","108,172",16.22,"20,511","150,796","3,144",13.60,0,0,0,0.00,.,.,.,.,"155,690","890,280","737,052",17.49
2019,3,NJ,Preliminary,"334,673","2,098,396","3,590,645",15.95,"372,641","3,101,702","524,185",12.01,"57,822","567,403","11,669",10.19,"2,211","26,260",6,8.42,.,.,.,.,"767,347","5,793,761","4,126,505",13.24
2019,3,NM,Preliminary,"62,460","496,350","909,580",12.58,"68,878","708,206","140,538",9.73,"38,865","672,831","8,509",5.78,0,0,0,0.00,.,.,.,.,"170,203","1,877,387","1,058,627",9.07
2019,3,NV,Preliminary,"91,487","745,515","1,196,113",12.27,"69,889","897,766","166,693",7.78,"49,822","1,011,783","3,268",4.92,44,594,1,7.41,.,.,.,.,"211,243","2,655,658","1,366,075",7.95
2019,3,NY,Preliminary,"682,131","4,051,426","7,232,926",16.84,"770,125","5,958,074","1,116,138",12.93,"73,367","1,326,928","6,589",5.53,"28,549","244,599",8,11.67,.,.,.,.,"1,554,172","11,581,026","8,355,661",13.42
2019,3,OH,Preliminary,"556,081","4,576,962","5,008,822",12.15,"384,328","3,838,124","629,910",10.01,"258,906","4,012,275","16,980",6.45,315,"4,348",2,7.24,.,.,.,.,"1,199,630","12,431,709","5,655,714",9.65
2019,3,OK,Preliminary,"176,769","1,829,612","1,799,855",9.66,"107,359","1,394,458","278,064",7.70,"77,661","1,528,374","18,562",5.08,0,0,0,0.00,.,.,.,.,"361,789","4,752,444","2,096,481",7.61
2019,3,OR,Preliminary,"202,565","1,900,909","1,772,100",10.66,"121,858","1,351,565","241,360",9.02,"63,130","914,090","26,176",6.91,218,"2,413",2,9.05,.,.,.,.,"387,770","4,168,977","2,039,638",9.30
2019,3,PA,Preliminary,"664,117","4,874,641","5,419,938",13.62,"316,631","3,577,389","719,947",8.85,"261,824","3,999,614","10,693",6.55,"4,718","60,693",6,7.77,.,.,.,.,"1,247,290","12,512,336","6,150,584",9.97
2019,3,RI,Preliminary,"54,349","234,899","447,896",23.14,"51,792","287,601","61,257",18.01,"10,477","64,642","1,775",16.21,465,"2,333",1,19.92,.,.,.,.,"117,083","589,475","510,929",19.86
2019,3,SC,Preliminary,"271,583","2,130,003","2,325,158",12.75,"169,215","1,634,564","370,115",10.35,"122,859","2,136,251","4,156",5.75,0,0,0,0.00,.,.,.,.,"563,657","5,900,818","2,699,429",9.55
2019,3,SD,Preliminary,"53,223","500,345","406,386",10.64,"39,672","436,378","74,531",9.09,"16,711","212,710","3,016",7.86,0,0,0,0.00,.,.,.,.,"109,606","1,149,433","483,933",9.54
2019,3,TN,Preliminary,"360,938","3,336,234","2,918,526",10.82,"291,901","2,725,361","491,620",10.71,"89,349","1,552,678",836,5.75,0,0,0,0.00,.,.,.,.,"742,188","7,614,273","3,410,982",9.75
2019,3,TX,Preliminary,"1,231,383","10,426,113","11,080,883",11.81,"818,700","10,098,640","1,474,248",8.11,"503,931","9,397,639","223,701",5.36,949,"14,445",3,6.57,.,.,.,.,"2,554,963","29,936,837","12,778,835",8.53
2019,3,UT,Preliminary,"70,318","691,130","1,091,644",10.17,"72,702","915,222","126,265",7.94,"46,121","727,194","9,535",6.34,454,"4,295",1,10.57,.,.,.,.,"189,596","2,337,842","1,227,445",8.11
2019,3,VA,Preliminary,"448,581","3,833,282","3,464,655",11.70,"349,005","4,241,025","431,986",8.23,"99,036","1,374,628","3,788",7.20,"1,387","17,248",1,8.04,.,.,.,.,"898,008","9,466,184","3,900,430",9.49
2019,3,VT,Preliminary,"30,627","179,665","315,665",17.05,"25,329","160,422","57,250",15.79,"12,492","115,174",141,10.85,0,0,0,0.00,.,.,.,.,"68,449","455,261","373,056",15.04
2019,3,WA,Preliminary,"362,394","3,829,062","3,104,654",9.46,"228,825","2,577,619","399,849",8.88,"104,651","1,998,446","28,393",5.24,698,"7,398",5,9.44,.,.,.,.,"696,568","8,412,524","3,532,901",8.28
2019,3,WI,Preliminary,"271,318","1,890,364","2,731,321",14.35,"214,238","1,983,536","357,990",10.80,"149,297","1,981,083","4,934",7.54,15,105,2,13.86,.,.,.,.,"634,868","5,855,088","3,094,247",10.84
2019,3,WV,Preliminary,"117,758","1,073,192","860,281",10.97,"58,452","638,454","145,134",9.16,"74,504","1,253,248","11,527",5.94,0,0,0,0.00,.,.,.,.,"250,714","2,964,894","1,016,942",8.46
2019,3,WY,Preliminary,"30,474","281,498","276,138",10.83,"29,798","312,422","58,891",9.54,"59,105","887,732","9,804",6.66,0,0,0,0.00,.,.,.,.,"119,378","1,481,652","344,833",8.06
2019,4,AK,Preliminary,"34,720","151,412","290,178",22.93,"43,287","213,127","54,376",20.31,"16,742","91,627","1,408",18.27,0,0,0,0.00,.,.,.,.,"94,749","456,166","345,962",20.77
2019,4,AL,Preliminary,"259,104","1,939,345","2,274,723",13.36,"196,313","1,660,843","370,806",11.82,"162,138","2,634,352","8,170",6.15,0,0,0,0.00,.,.,.,.,"617,555","6,234,539","2,653,699",9.91
2019,4,AR,Preliminary,"115,018","1,148,615","1,406,087",10.01,"74,268","858,128","193,532",8.65,"76,595","1,359,720","28,927",5.63,4,35,2,12.46,.,.,.,.,"265,885","3,366,497","1,628,548",7.90
2019,4,AZ,Preliminary,"272,622","2,104,642","2,830,705",12.95,"230,594","2,271,714","324,444",10.15,"62,625","1,038,148","6,400",6.03,59,657,2,9.01,.,.,.,.,"565,900","5,415,160","3,161,551",10.45
2019,4,CA,Preliminary,"936,282","5,185,773","13,545,386",18.05,"1,324,681","8,897,773","1,704,646",14.89,"378,322","3,452,671","142,538",10.96,"5,714","70,990",12,8.05,.,.,.,.,"2,644,999","17,607,207","15,392,582",15.02
2019,4,CO,Preliminary,"156,243","1,292,547","2,358,383",12.09,"157,030","1,579,799","367,494",9.94,"90,548","1,269,664","14,493",7.13,725,"8,525",1,8.51,.,.,.,.,"404,547","4,150,535","2,740,371",9.75
2019,4,CT,Preliminary,"191,905","821,860","1,510,249",23.35,"159,865","901,679","154,467",17.73,"32,730","231,860","4,200",14.12,"1,807","10,526",3,17.16,.,.,.,.,"386,306","1,965,925","1,668,919",19.65
2019,4,DC,Preliminary,"22,238","155,628","281,089",14.29,"73,145","588,269","26,438",12.43,"1,315","15,617",1,8.42,"2,435","23,396",3,10.41,.,.,.,.,"99,134","782,910","307,531",12.66
2019,4,DE,Preliminary,"42,186","318,333","434,444",13.25,"34,734","331,211","55,271",10.49,"10,573","135,391",569,7.81,0,0,0,0.00,.,.,.,.,"87,493","784,935","490,284",11.15
2019,4,FL,Preliminary,"1,031,642","8,676,987","9,566,791",11.89,"724,410","7,628,218","1,253,450",9.50,"102,990","1,360,182","20,373",7.57,614,"7,374",2,8.32,.,.,.,.,"1,859,655","17,672,761","10,840,616",10.52
2019,4,GA,Preliminary,"410,937","3,567,237","4,441,251",11.52,"346,204","3,519,778","586,973",9.84,"138,564","2,583,031","19,395",5.36,625,"12,658",1,4.94,.,.,.,.,"896,330","9,682,705","5,047,620",9.26
2019,4,HI,Preliminary,"66,514","193,060","437,621",34.45,"72,403","239,308","59,763",30.26,"75,050","282,830",807,26.54,0,0,0,0.00,.,.,.,.,"213,967","715,198","498,191",29.92
2019,4,IA,Preliminary,"114,886","867,601","1,405,909",13.24,"84,884","889,992","246,633",9.54,"110,219","1,999,099","6,957",5.51,0,0,0,0.00,.,.,.,.,"309,989","3,756,692","1,659,499",8.25
2019,4,ID,Preliminary,"58,599","590,022","756,130",9.93,"37,547","482,854","111,716",7.78,"33,638","597,393","28,835",5.63,0,0,0,0.00,.,.,.,.,"129,784","1,670,269","896,681",7.77
2019,4,IL,Preliminary,"387,843","2,747,294","5,335,976",14.12,"344,695","3,746,236","619,380",9.20,"210,678","3,164,472","3,991",6.66,"3,348","44,512",3,7.52,.,.,.,.,"946,564","9,702,515","5,959,350",9.76
2019,4,IN,Preliminary,"261,969","2,015,546","2,881,826",13.00,"192,983","1,739,410","357,554",11.09,"254,975","3,400,416","15,163",7.50,190,"1,626",1,11.66,.,.,.,.,"710,116","7,156,998","3,254,544",9.92
2019,4,KS,Preliminary,"102,289","766,067","1,282,104",13.35,"117,939","1,139,839","235,443",10.35,"63,592","890,694","25,012",7.14,0,0,0,0.00,.,.,.,.,"283,821","2,796,600","1,542,559",10.15
2019,4,KY,Preliminary,"174,717","1,601,232","2,014,037",10.91,"140,190","1,405,763","306,199",9.97,"118,868","2,293,557","5,470",5.18,0,0,0,0.00,.,.,.,.,"433,775","5,300,552","2,325,706",8.18
2019,4,LA,Preliminary,"176,373","1,833,819","2,112,688",9.62,"160,715","1,804,761","293,496",8.91,"154,720","2,882,293","18,569",5.37,94,973,1,9.66,.,.,.,.,"491,901","6,521,845","2,424,754",7.54
2019,4,MA,Preliminary,"304,434","1,331,633","2,801,265",22.86,"310,135","1,915,458","419,500",16.19,"68,337","476,708","7,723",14.34,"1,457","27,153",2,5.37,.,.,.,.,"684,363","3,750,952","3,228,490",18.25
2019,4,MD,Preliminary,"224,911","1,578,323","2,350,865",14.25,"217,329","2,119,024","254,955",10.26,"23,436","305,535","8,774",7.67,"3,127","40,891",5,7.65,.,.,.,.,"468,804","4,043,774","2,614,599",11.59
2019,4,ME,Preliminary,"66,059","368,703","698,926",17.92,"43,430","337,823","97,296",12.86,"19,101","196,708","2,975",9.71,0,0,0,0.00,.,.,.,.,"128,590","903,234","799,197",14.24
2019,4,MI,Preliminary,"347,386","2,248,806","4,399,468",15.45,"325,132","2,903,275","547,722",11.20,"173,807","2,424,309","5,594",7.17,54,511,2,10.66,.,.,.,.,"846,379","7,576,900","4,952,786",11.17
2019,4,MN,Preliminary,"208,100","1,555,457","2,431,532",13.38,"179,255","1,705,759","293,032",10.51,"129,292","1,671,129","8,433",7.74,186,"1,886",1,9.86,.,.,.,.,"516,833","4,934,230","2,732,998",10.47
2019,4,MO,Preliminary,"215,954","2,050,613","2,834,087",10.53,"182,494","2,240,930","384,023",8.14,"56,111","923,560","6,658",6.08,122,"1,892",2,6.45,.,.,.,.,"454,681","5,216,995","3,224,770",8.72
2019,4,MS,Preliminary,"136,414","1,136,690","1,325,993",12.00,"106,356","989,908","239,585",10.74,"78,711","1,341,607","7,588",5.87,0,0,0,0.00,.,.,.,.,"321,481","3,468,205","1,573,166",9.27
2019,4,MT,Preliminary,"45,830","407,704","517,465",11.24,"42,737","406,906","111,703",10.50,"17,760","352,262","6,429",5.04,0,0,0,0.00,.,.,.,.,"106,327","1,166,871","635,597",9.11
2019,4,NC,Preliminary,"447,792","3,629,650","4,625,871",12.34,"323,142","3,635,376","703,195",8.89,"120,782","2,144,762","9,749",5.63,117,"1,405",1,8.29,.,.,.,.,"891,833","9,411,193","5,338,816",9.48
2019,4,ND,Preliminary,"37,084","348,979","382,252",10.63,"46,742","521,401","74,469",8.96,"61,338","734,870","8,847",8.35,0,0,0,0.00,.,.,.,.,"145,164","1,605,250","465,568",9.04
2019,4,NE,Preliminary,"73,901","648,284","866,790",11.40,"62,820","706,912","161,601",8.89,"60,287","801,824","56,357",7.52,0,0,0,0.00,.,.,.,.,"197,007","2,157,020","1,084,748",9.13
2019,4,NH,Preliminary,"67,151","325,199","624,259",20.65,"52,524","323,948","108,279",16.21,"19,960","153,726","3,147",12.98,0,0,0,0.00,.,.,.,.,"139,635","802,873","735,685",17.39
2019,4,NJ,Preliminary,"266,915","1,626,065","3,594,594",16.41,"338,315","2,736,150","524,201",12.36,"49,510","488,487","11,692",10.14,"2,200","24,684",7,8.91,.,.,.,.,"656,939","4,875,385","4,130,494",13.47
2019,4,NM,Preliminary,"51,783","422,216","909,634",12.26,"65,767","706,195","140,751",9.31,"39,396","716,878","8,568",5.50,0,0,0,0.00,.,.,.,.,"156,945","1,845,289","1,058,953",8.51
2019,4,NV,Preliminary,"95,317","767,159","1,199,385",12.42,"69,992","935,830","165,964",7.48,"50,159","969,003","3,410",5.18,49,653,1,7.50,.,.,.,.,"215,517","2,672,645","1,368,760",8.06
2019,4,NY,Preliminary,"594,295","3,390,680","7,231,296",17.53,"739,780","5,634,427","1,116,947",13.13,"74,680","1,364,541","6,590",5.47,"26,365","221,970",8,11.88,.,.,.,.,"1,435,121","10,611,618","8,354,841",13.52
2019,4,OH,Preliminary,"406,965","3,259,598","5,007,825",12.49,"339,637","3,396,436","630,873",10.00,"237,089","3,784,015","16,996",6.27,252,"3,452",2,7.31,.,.,.,.,"983,943","10,443,501","5,655,696",9.42
2019,4,OK,Preliminary,"144,164","1,290,473","1,800,841",11.17,"109,883","1,516,525","286,654",7.25,"75,223","1,655,674","18,474",4.54,0,0,0,0.00,.,.,.,.,"329,271","4,462,673","2,105,969",7.38
2019,4,OR,Preliminary,"150,982","1,369,230","1,773,408",11.03,"117,430","1,296,441","240,646",9.06,"61,356","982,427","26,528",6.25,205,"2,215",2,9.26,.,.,.,.,"329,973","3,650,314","2,040,584",9.04
2019,4,PA,Preliminary,"516,104","3,641,540","5,424,695",14.17,"282,214","3,154,182","720,056",8.95,"249,390","3,844,733","10,754",6.49,"4,696","62,663",6,7.49,.,.,.,.,"1,052,403","10,703,117","6,155,511",9.83
2019,4,RI,Preliminary,"43,680","195,270","433,397",22.37,"46,710","281,546","59,748",16.59,"9,748","61,566","1,767",15.83,422,"2,209",1,19.12,.,.,.,.,"100,561","540,591","494,913",18.60
2019,4,SC,Preliminary,"247,259","1,891,229","2,329,145",13.07,"165,709","1,620,843","370,797",10.22,"125,372","2,238,501","4,170",5.60,0,0,0,0.00,.,.,.,.,"538,341","5,750,573","2,704,112",9.36
2019,4,SD,Preliminary,"43,017","372,988","406,479",11.53,"36,484","389,968","74,903",9.36,"16,668","219,867","3,097",7.58,0,0,0,0.00,.,.,.,.,"96,168","982,823","484,479",9.78
2019,4,TN,Preliminary,"295,349","2,682,368","2,920,748",11.01,"281,096","2,696,748","492,540",10.42,"85,304","1,522,007",848,5.60,0,0,0,0.00,.,.,.,.,"661,750","6,901,122","3,414,136",9.59
2019,4,TX,Preliminary,"1,050,400","8,593,478","11,072,891",12.22,"802,883","9,951,617","1,462,621",8.07,"485,126","9,339,963","227,785",5.19,955,"14,579",3,6.55,.,.,.,.,"2,339,364","27,899,637","12,763,300",8.38
2019,4,UT,Preliminary,"61,804","599,717","1,092,905",10.31,"73,034","907,993","126,411",8.04,"40,602","736,300","9,585",5.51,462,"4,373",1,10.56,.,.,.,.,"175,902","2,248,383","1,228,902",7.82
2019,4,VA,Preliminary,"340,983","2,742,478","3,466,466",12.43,"332,014","3,943,865","432,341",8.42,"86,715","1,258,629","3,797",6.89,"1,264","15,444",1,8.18,.,.,.,.,"760,976","7,960,415","3,902,605",9.56
2019,4,VT,Preliminary,"26,544","154,448","316,288",17.19,"24,639","155,163","57,445",15.88,"11,593","111,275",141,10.42,0,0,0,0.00,.,.,.,.,"62,776","420,886","373,874",14.92
